latitude,longitude,cluster
13.0065695,77.5785283,0
12.9387798,77.7473658,17
13.0126147,77.6258667,-1
12.9900947,77.5035716,4
13.0359683,77.5892831,0
13.0359622,77.5892993,0
13.03203291,77.53807068,0
13.0103336,77.697394,0
13.0683114,77.5927336,0
12.90407078,77.47050641,30
13.012515,77.55441,0
13.0961315,77.5982632,0
12.9067999,77.4733536,30
12.9209377,77.6646998,1
13.0394949,77.5188449,0
12.9659918,77.6172264,0
12.90123929,77.46726094,30
13.0034417,77.5840917,0
12.98875447,77.47251828,26
12.98773709,77.55986202,0
12.9277653,77.6205373,0
12.99965,77.67486,0
12.983448,77.7527716,3
13.04013,77.5187098,0
12.9701113,77.5128313,4
13.0079479,77.6923977,0
12.9169884,77.5864023,0
12.9693524,77.7006637,1
12.9780361,77.5844453,0
13.0329723,77.5409064,0
13.0830306,77.594048,0
12.9624901,77.5048062,4
13.0273934,77.5354013,0
12.9121791,77.5996927,0
12.9770639,77.5840232,0
13.0408889,77.6173675,0
12.9813487,77.586468,0
13.010537,77.5066748,-1
13.0422785,77.5147766,0
12.9169501,77.5883272,0
13.0113867,77.54519,0
12.9611979,77.558602,0
12.9170026,77.5888015,0
12.967055,77.5883516,0
12.9814448,77.5865738,0
13.0189656,77.5838671,0
13.0413286,77.6226459,0
12.9922698,77.6102106,0
12.9757319,77.5622752,0
13.0406477,77.5176753,0
12.9870361,77.5193546,4
13.0361893,77.5255195,0
13.05688083,77.47401009,0
12.8925839,77.5999375,0
12.9895592,77.5017408,4
13.05526533,77.47825398,0
13.029682,77.5381588,0
12.9612139,77.5589235,0
12.90123143,77.46735197,30
12.9684489,77.7013454,1
13.0670028,77.6517305,-1
13.0299433,77.5631657,27
13.0242951,77.6437549,0
13.0451595,77.5079599,0
13.0451918,77.5080196,0
13.0467948,77.5037252,0
12.9689732,77.5875001,0
13.041398,77.6223102,0
12.9900222,77.5994434,0
12.997975,77.553098,0
13.0956139,77.5977404,0
13.0389423,77.5198575,0
12.9603835,77.5627726,0
13.0074068,77.6894547,0
12.9900222,77.5994434,0
13.0298692,77.5868639,0
12.9556017,77.5456522,0
13.096255,77.600185,0
12.9759979,77.5877267,0
13.0452516,77.5807066,0
13.034193,77.5299535,0
12.9470254,77.5316674,0
13.0353033,77.52756,0
13.0829633,77.59313,0
13.0357761,77.5311057,0
13.0074068,77.6894547,0
12.9284472,77.6000362,0
13.0467206,77.5917186,0
12.935647,77.6933481,1
13.0460337,77.5049771,0
12.9283986,77.5999618,0
13.0081053,77.6956329,0
13.0091574,77.6622936,0
12.9721302,77.6070396,0
12.9888515,77.5084027,4
13.1173777,77.5777874,25
13.11539,77.6071067,0
12.9433634,77.5778127,0
12.9694819,77.7006441,1
12.9434044,77.5778786,0
12.9880117,77.5098991,4
13.0193245,77.5529483,0
12.9587208,77.5931516,0
13.0382283,77.626245,0
12.9255592,77.6087154,0
12.9853022,77.6436693,0
12.9695714,77.700534,1
12.9959395,77.5959461,0
13.1029761,77.5856628,0
13.1028933,77.5855267,0
13.025746,77.5210641,-1
12.9360068,77.7070682,1
12.9795816,77.5819175,0
13.0474691,77.5723147,0
12.9618689,77.596462,0
13.0369084,77.5894315,0
12.984991,77.5722494,0
13.0369092,77.5894681,0
13.0310562,77.5405823,0
12.9543416,77.6804399,-1
13.0410583,77.622995,0
12.9665342,77.5050712,4
13.0036663,77.6171413,0
13.0460949,77.6022145,0
13.0803194,77.5925547,0
12.9680242,77.6003686,0
13.0368728,77.5892809,0
12.9378809,77.5211092,0
12.989572,77.5016956,4
12.9665079,77.5871803,0
12.95932396,77.65444326,20
12.9663931,77.5871595,0
12.9680089,77.6004777,0
12.9393156,77.6355349,0
12.9375353,77.5208464,0
12.9982847,77.6722483,0
12.9752471,77.5706111,0
12.93753,77.6274494,0
12.9715101,77.5684949,0
13.0655698,77.4533063,0
12.9688585,77.5901555,0
12.9703792,77.6066712,0
12.9211004,77.6003174,0
12.8602848,77.5902661,0
12.9768056,77.5856935,0
12.9723745,77.5866446,0
13.1036169,77.6005732,0
12.9101768,77.6271689,0
12.9388153,77.6191067,5
13.0220829,77.5632262,0
13.0448569,77.581621,0
12.9570961,77.5742402,0
13.0292785,77.5396722,0
13.0189097,77.5838452,0
13.0694166,77.4455675,0
12.8570928,77.5889739,0
13.0079374,77.5487917,0
12.9875536,77.4751319,26
13.001201,77.5840085,0
13.0084486,77.6946979,0
13.1340883,77.616595,0
12.92118559,77.62042489,0
13.0778533,77.4301137,0
12.9651411,77.5980377,0
12.9636801,77.5843185,0
12.9386121,77.7473707,17
12.9025054,77.6316334,0
13.048064,77.5004272,0
13.0466837,77.5019219,0
12.9696034,77.7005489,1
12.8785233,77.6096717,28
12.92115128,77.62051642,0
13.0160987,77.562282,0
13.1188317,77.577265,25
12.9900352,77.5929919,0
13.0414005,77.6226506,0
13.0567366,77.5467281,31
12.9853023,77.6435876,0
12.9520767,77.540499,0
12.9884265,77.6894444,-1
12.9939612,77.5957973,0
13.016978,77.6295862,-1
13.0264,77.544019,0
12.9174564,77.5802737,0
12.9171847,77.5817486,0
13.0078569,77.662523,0
12.964707,77.5727963,0
12.9619885,77.5843182,0
12.9878367,77.5128914,4
12.9762198,77.5645931,0
13.0437161,77.6019219,0
12.9999193,77.583985,0
12.9594917,77.6529369,20
13.0443032,77.5819616,0
12.9519749,77.5158928,4
13.0576081,77.5464455,31
13.0188053,77.553156,0
13.0186835,77.5575717,0
12.9667558,77.5875476,0
13.0209048,77.5286592,0
13.0023819,77.6160362,0
13.1067566,77.6006731,0
12.9235986,77.5803287,0
13.0209014,77.5287807,0
12.9893938,77.506206,4
13.0413212,77.6224065,0
12.9169898,77.5968145,0
12.9129912,77.5667494,0
13.021709,77.5519174,0
13.0491879,77.4962055,0
12.9255742,77.6174592,0
12.9844596,77.6412874,0
12.8972718,77.5999018,0
12.9019622,77.6011975,0
12.95566159,77.72065301,1
13.0445101,77.5828738,0
13.04144,77.6222532,0
12.9736801,77.6109701,0
12.9669106,77.5680574,0
13.0020899,77.5839781,0
12.8862945,77.6409252,0
12.9225247,77.6194594,0
12.92108,77.5734531,0
13.0141472,77.5704446,0
13.0288605,77.54001,0
12.91427815,77.61741195,0
12.9567539,77.7013119,1
12.9575137,77.5522652,0
13.147734,77.6187076,0
12.9877075,77.5502777,0
12.929445,77.5628717,-1
12.9541423,77.5436141,0
12.9707357,77.6198667,0
12.9480623,77.5985345,0
12.9520172,77.544036,0
12.9216369,77.6214779,0
13.01898142,77.65531138,0
13.0360276,77.5892476,0
13.0438244,77.55628,0
13.0289783,77.540115,0
13.1198,77.576805,-1
13.2572966,77.7126622,-1
13.0251258,77.5852107,0
13.003189,77.680613,0
12.9316347,77.6889171,1
12.9255403,77.6175176,0
12.9695804,77.7005848,1
12.9803302,77.5719733,0
12.9812197,77.5704953,0
12.981241,77.5705792,0
12.9826166,77.569553,0
12.9047523,77.5857161,0
12.9765795,77.611037,0
12.9823051,77.5644614,0
12.9822785,77.5644264,0
13.0162183,77.7092396,0
12.9830361,77.5972224,0
12.9982796,77.6718061,0
13.1037653,77.6013994,0
12.9681289,77.7017436,1
12.9275467,77.621335,0
12.9981229,77.552898,0
12.9389553,77.6945893,1
12.95438293,77.54231192,0
12.9720969,77.5867421,0
12.9383509,77.6945235,1
12.9758911,77.5644235,0
12.9126457,77.6255959,0
12.9887505,77.4724214,26
13.0438281,77.5540167,0
12.9377625,77.5850333,0
12.8399445,77.6769171,8
13.15527,77.6224983,-1
13.032588,77.5334587,0
12.935682,77.5127897,0
12.9695483,77.7531717,3
12.9207023,77.5802074,0
12.9684836,77.5874438,0
12.9971793,77.5957187,0
12.9648556,77.5860566,0
12.997643,77.5695705,0
12.9227833,77.6003476,0
12.9209907,77.6663196,1
13.0561108,77.632872,32
12.916946,77.5871065,0
12.9559471,77.7290451,-1
13.0622879,77.6333968,32
12.9250715,77.6375839,-1
12.9879187,77.5741471,0
13.0410972,77.6169798,0
13.0041989,77.6629544,0
13.0413173,77.6214906,0
13.0469513,77.5010307,0
12.9896925,77.5019422,4
12.9775143,77.608447,0
13.08313,77.5938833,0
12.96044159,77.64359885,0
13.044388,77.5830485,0
13.0166922,77.6606649,0
12.96035278,77.64401022,0
13.0445894,77.582909,0
12.9673232,77.7493808,3
12.9250539,77.6180915,0
13.0334217,77.5890136,0
12.9014646,77.6323309,0
12.9664716,77.5949491,0
12.9970068,77.5502223,0
13.0316423,77.6307164,0
12.9970695,77.5502774,0
12.9655901,77.6195322,0
12.9225895,77.6192286,0
12.96941313,77.70096937,1
13.0298298,77.5386426,0
13.0248346,77.5824579,0
13.01658,77.5565783,0
13.1904705,77.6456599,23
13.1501366,77.6196567,0
13.0405183,77.5443817,0
13.0145783,77.5850567,0
12.9062581,77.5733253,0
13.0503119,77.5929248,0
12.9695205,77.7005879,1
12.9528879,77.5410156,0
13.0673117,77.4496254,0
13.0343959,77.5303187,0
12.984355,77.5539533,0
12.9768265,77.5983612,0
12.9861017,77.6457067,0
12.9929454,77.5952517,0
13.0712314,77.4423253,0
12.9080608,77.6924291,-1
13.0412733,77.6152267,0
13.1033967,77.60037,0
12.9743412,77.549272,0
12.9898458,77.5026764,4
12.9687152,77.7011103,1
13.0723917,77.5927483,0
12.9609423,77.6382014,0
12.964045,77.5882867,0
12.9612975,77.5335061,33
12.9613042,77.533498,33
13.0101317,77.7002983,0
12.9668653,77.5051417,4
13.0413309,77.6224083,0
12.9613234,77.533513,33
12.9763157,77.5990705,0
13.0088816,77.6964241,0
12.9274715,77.6211811,0
12.9832471,77.5960489,0
12.9832244,77.5960152,0
12.989118,77.5082493,4
12.9933993,77.5742441,0
12.9752109,77.5869675,0
13.109253,77.6039911,0
12.9608586,77.7477127,3
12.98425609,77.58240759,0
13.0199222,77.5345337,0
13.0445014,77.5829582,0
13.1102841,77.5802353,25
13.177818,77.6368573,-1
12.9694637,77.700664,1
12.9774011,77.6269206,0
12.9697236,77.7005968,1
13.0508036,77.4912695,0
12.94750702,77.53336802,0
13.0586995,77.4680397,0
12.9260949,77.676568,1
12.987823,77.512435,4
12.9566617,77.5495833,0
12.9973228,77.6641514,0
12.9842805,77.6416475,0
13.0427284,77.5979712,0
12.9600092,77.556583,0
13.0119491,77.5293045,10
12.9601813,77.5564813,0
13.078493,77.4281944,0
13.177835,77.6368417,-1
12.9244288,77.5803387,0
12.87043927,77.65311466,0
12.9864603,77.5211997,4
12.89123888,77.63875445,0
12.969728,77.7007284,1
13.0018428,77.5843292,0
12.993472,77.5714758,0
13.0658946,77.6517394,-1
13.0344357,77.5886854,0
12.983856,77.577635,0
12.9855766,77.5883309,0
13.0046075,77.5839114,0
12.9242728,77.6289004,0
12.9608055,77.5837247,0
13.0403623,77.5179334,0
13.0352838,77.5890301,0
13.0436163,77.5842162,0
12.9879465,77.5770686,0
12.9166339,77.6069179,0
12.9498233,77.69933,1
12.9996084,77.5837695,0
12.9583327,77.5541315,0
13.1215829,77.6101747,0
13.0115327,77.5545571,0
13.0223143,77.6485684,0
12.912748,77.5588434,-1
12.9823017,77.5942383,0
12.9355966,77.5128078,0
12.979504,77.5985573,0
12.9595489,77.7016722,1
12.9561108,77.6939527,1
12.9738083,77.5504283,0
12.9561458,77.6939553,1
12.956161,77.6940295,1
12.9562766,77.6940173,1
12.9564768,77.6941351,1
13.0085526,77.6963208,0
12.906651,77.6009742,0
13.030265,77.5376033,0
12.9674799,77.5881237,0
12.9561595,77.6939741,1
12.9366109,77.518765,0
13.0452724,77.7494475,-1
13.033398,77.5690336,0
12.9504221,77.537437,0
12.9592669,77.5555347,0
13.021451,77.5314713,0
13.0443681,77.5087934,0
12.9053338,77.6303169,0
12.9677358,77.5926048,0
13.0309467,77.587015,0
13.0701255,77.5922792,0
13.1611682,77.595828,-1
12.9227216,77.5434673,-1
13.0384323,77.6256945,0
13.0602175,77.5935431,0
12.9766405,77.6013729,0
12.966418,77.6082732,0
12.95259479,77.54110281,0
12.9599609,77.5745574,0
13.0702559,77.5926919,0
12.9736658,77.5133989,4
13.034825,77.628625,0
12.967418,77.588269,0
13.0007295,77.5693615,0
12.9600313,77.5744891,0
13.0457678,77.7502019,-1
13.0387847,77.5206675,0
13.0143908,77.5836271,0
13.02668698,77.53509982,0
12.9656183,77.7489031,3
12.9424427,77.7473603,17
12.9121114,77.6260189,0
13.0610784,77.4615127,0
13.048748,77.5492821,0
13.1212512,77.6104673,0
12.8526382,77.5884433,0
12.9747008,77.5706582,0
12.9386197,77.5219954,0
12.9899456,77.5050229,4
12.9632366,77.5891728,0
13.0364192,77.5247759,0
13.0186047,77.7071521,0
13.0407863,77.5178574,0
12.9995843,77.6743103,0
12.9167593,77.5951407,0
13.0005685,77.5839731,0
12.9694437,77.7006895,1
12.9624489,77.5946026,0
12.9620776,77.5947155,0
13.1247059,77.5743002,-1
12.9563033,77.5471671,0
13.0449799,77.5816081,0
12.9807787,77.6028248,0
12.8919266,77.5983469,0
13.0328676,77.5330108,0
13.0419935,77.5153312,0
13.0191133,77.5396468,0
12.9807787,77.6028248,0
13.0389307,77.625055,0
12.930687,77.5434701,7
12.9639551,77.588634,0
12.9210146,77.6205632,0
13.0555567,77.5933147,0
13.0413445,77.6224077,0
13.0209793,77.5840805,0
12.9886292,77.5758557,0
12.9757277,77.61296523,0
12.97418017,77.56631681,0
13.0077059,77.5922018,0
12.98324679,77.57715769,0
12.9801824,77.5725653,0
12.9558953,77.5459545,0
12.9427109,77.6224099,5
13.0288889,77.6323128,0
13.1044428,77.6011616,0
12.9746942,77.5449116,0
12.9747373,77.5448528,0
12.9617008,77.634324,0
12.9382954,77.7454769,17
13.0333937,77.5689916,0
13.0197106,77.654167,0
13.0282668,77.6321698,0
12.9804152,77.5721511,0
13.0400877,77.5186791,0
12.9730724,77.6986806,1
13.0335005,77.5689799,0
12.9832947,77.5956604,0
12.9796097,77.570913,0
13.0184217,77.56126,0
13.0099235,77.5058763,-1
13.0446846,77.5906536,0
12.9730838,77.6986944,1
12.9730824,77.6986825,1
12.9934253,77.6611102,0
12.9075587,77.6286337,0
13.2304362,77.6909324,-1
13.0425079,77.5145663,0
13.0446989,77.5905775,0
12.9167203,77.5950157,0
12.9838995,77.5970018,0
12.9642504,77.5705495,0
13.0445083,77.5828633,0
13.020831,77.6508104,0
13.0437543,77.5998765,0
12.9799244,77.5811144,0
12.9371017,77.5203667,0
12.9874512,77.5194712,4
12.9963651,77.4894975,-1
12.9274483,77.621305,0
12.9884781,77.5108199,4
12.9869915,77.5190838,4
13.0201251,77.5838337,0
13.0357972,77.5413416,0
12.9978142,77.7214548,13
12.9785516,77.5151675,4
12.9220949,77.6452776,1
12.931129,77.6339107,0
12.9989211,77.7220684,13
12.9971019,77.7208783,13
12.9811734,77.5732257,0
13.0243033,77.5848783,0
13.0453488,77.5075914,0
13.0191483,77.65442,0
13.0074843,77.662499,0
13.0908603,77.5965681,0
13.0287972,77.6206363,-1
13.0468297,77.5012172,0
12.9758667,77.5875667,0
13.0039808,77.7275065,-1
12.995207,77.6661212,0
12.91173196,77.55831806,22
13.0938815,77.5971259,0
13.0413417,77.6225267,0
13.03502,77.5885367,0
12.9615967,77.5617183,0
12.9808111,77.6028631,0
13.0389266,77.5181671,0
12.9572592,77.5518976,0
12.9593603,77.5558637,0
13.0410532,77.5189396,0
13.0492206,77.645498,11
12.9162337,77.6153047,0
13.0158106,77.5629245,0
13.0413404,77.6223957,0
12.9695083,77.7005878,1
12.9124633,77.6380122,24
13.0582702,77.468073,0
13.0767192,77.5914269,0
13.0439611,77.5571076,0
12.98305,77.7522217,3
12.8360731,77.6794939,8
13.0991641,77.5975429,0
12.9192208,77.5422099,-1
13.0224438,77.6018719,9
13.0786447,77.5921502,0
13.0296599,77.5383617,0
12.9616822,77.5842475,0
13.0387687,77.5891785,0
13.0343209,77.5304246,0
12.9116917,77.626182,0
13.0499771,77.592746,0
12.9749679,77.5866242,0
12.995197,77.6084033,0
12.9673304,77.5123658,4
12.9694371,77.7006242,1
12.9211519,77.6204241,0
13.1013365,77.5835663,0
12.9880025,77.4946104,4
13.0423267,77.5489333,0
13.0102851,77.6621048,0
12.8744258,77.7664716,-1
13.0322831,77.5880287,0
12.9357412,77.7066865,1
12.9749573,77.5746712,0
13.0408793,77.6173343,0
12.9238396,77.5534147,7
12.9898548,77.5019798,4
13.0949551,77.5972563,0
12.9175333,77.6230267,0
13.0323017,77.5880183,0
12.927405,77.6214276,0
12.91704,77.5838333,0
12.9993376,77.584343,0
12.9275142,77.6213827,0
12.999321,77.6738404,0
12.9139691,77.6779392,1
13.0295507,77.5387229,0
12.9838366,77.5970804,0
12.9596298,77.5744326,0
12.9713268,77.6195551,0
12.9365078,77.5179874,0
13.0551266,77.4739854,0
13.0530263,77.6460574,11
12.9696868,77.7004176,1
13.1222466,77.6106497,0
12.988835,77.4725683,26
12.9169956,77.5897016,0
13.0105086,77.58363,0
12.989149,77.4716616,26
12.9436786,77.5744352,0
13.0735695,77.5033353,-1
13.0392365,77.5181492,0
12.9654016,77.6009454,0
12.871779,77.6519104,0
13.0426613,77.5978718,0
12.9988251,77.5839152,0
13.0550633,77.5935483,0
13.0413305,77.619256,0
13.0744126,77.4380138,0
12.9614379,77.5611814,0
12.9837217,77.6404533,0
13.0093563,77.6623064,0
13.0453965,77.5082477,0
13.0438821,77.5538565,0
13.0184294,77.5318872,0
12.9243358,77.6287373,0
13.0190913,77.5319319,0
12.9082725,77.6916917,-1
13.0554052,77.4788579,0
13.0650633,77.4538592,0
12.9221649,77.6589628,1
13.025476,77.5120557,-1
13.05342267,77.75779724,-1
13.0445332,77.5829857,0
13.0668552,77.5931188,0
12.9211133,77.6204127,0
13.0216827,77.5519487,0
12.9212916,77.6202835,0
12.953076,77.5400812,0
13.0419493,77.515386,0
13.04121,77.54605,0
12.9857142,77.6442674,0
13.0288855,77.5402327,0
12.8871667,77.5968183,0
12.9929258,77.5714901,0
12.9548277,77.5443857,0
12.9859006,77.5885846,0
13.1079417,77.602705,0
13.0818349,77.5927639,0
13.0225146,77.6018347,9
12.9975298,77.5534236,0
13.0122874,77.5090347,-1
12.9694761,77.7006303,1
12.9958759,77.5715134,0
13.044021,77.508357,0
12.995356,77.6670634,0
13.1476184,77.6191976,0
12.9641603,77.5698017,0
12.9160554,77.6168548,0
12.9890248,77.4994542,4
12.9117601,77.5672079,0
12.9711411,77.5977666,0
13.0449282,77.5816866,0
13.0824285,77.5932016,0
13.0415405,77.5471261,0
12.970333,77.6100462,0
12.9424506,77.7471773,17
12.940784,77.5248097,0
13.0273217,77.5794943,0
12.9675876,77.5896026,0
12.944928,77.6026878,0
13.0357763,77.5415265,0
13.0284364,77.632117,0
12.9258395,77.6761401,1
13.0567614,77.4750998,0
12.9580733,77.5539867,0
13.08507,77.5932683,0
12.9317452,77.6138217,0
13.1217612,77.6117675,0
13.0144058,77.5836784,0
13.0459326,77.7502339,-1
12.9559519,77.716416,1
13.0423044,77.514709,0
13.0413659,77.6224657,0
13.0519675,77.4881966,0
12.9677335,77.5744926,0
12.9424889,77.7474591,17
12.9758821,77.5868134,0
12.9423948,77.6225743,5
13.043501,77.5573519,0
12.96854,77.5126404,4
12.9992886,77.5838117,0
12.9138731,77.5670625,0
13.0531027,77.6459625,11
12.9117601,77.5672079,0
13.0278723,77.5715932,0
12.9707873,77.5762439,0
13.0481768,77.6453207,11
12.9248733,77.6273117,0
12.973045,77.6986928,1
13.00701,77.59236,0
12.92490766,77.61830594,0
13.0457526,77.5056862,0
12.9594033,77.5556832,0
12.9960828,77.6680963,0
13.0569168,77.593818,0
13.0128499,77.5545509,0
12.9559433,77.5458728,0
12.9974785,77.5455357,0
12.9075316,77.6288928,0
13.0003793,77.757606,18
12.9247117,77.6180436,0
12.9730347,77.6986979,1
12.9688404,77.5683589,0
12.9250928,77.6088219,0
12.9572818,77.552223,0
13.0018141,77.5944199,0
12.9612972,77.5591971,0
12.9170409,77.5812865,0
12.9510735,77.5954322,0
12.9169873,77.5812147,0
12.9732417,77.5084717,4
13.0039464,77.5937308,0
12.9936017,77.5956095,0
12.9624773,77.5947208,0
12.9005383,77.6226733,0
12.9074813,77.6282437,0
12.9593768,77.5558983,0
12.9754925,77.5748488,0
13.0471325,77.5008633,0
12.9051504,77.601716,0
12.9963631,77.5843187,0
12.9182052,77.7368436,-1
12.9059699,77.5760239,0
12.9845417,77.594795,0
12.9554789,77.5858619,0
12.9937892,77.6625073,0
12.9218428,77.5860624,0
12.9634816,77.641566,0
12.928177,77.6004085,0
12.961439,77.6310369,0
12.9849591,77.6915765,-1
12.9675007,77.5743111,0
12.9743412,77.5512675,0
12.9867716,77.5190005,4
12.9995313,77.6196174,0
13.0000641,77.6861318,0
12.8995441,77.6077643,0
12.9875699,77.5890107,0
12.9051801,77.6018034,0
12.9276,77.6214467,0
13.0979853,77.5669184,-1
12.9238584,77.5532339,7
12.9641312,77.6261077,0
13.0898413,77.6354607,-1
13.0699598,77.6206606,-1
12.9274671,77.6213898,0
12.91173702,77.5521259,22
12.9957307,77.5506997,0
12.9969965,77.595942,0
12.9889825,77.499291,4
12.9528787,77.5416099,0
12.9632375,77.5821665,0
12.9171714,77.6225956,0
12.980744,77.6221619,0
13.014946,77.5659894,0
13.0546106,77.473149,0
12.9872962,77.7335491,2
12.9890794,77.5740165,0
12.9632333,77.5821144,0
12.9541513,77.5854033,0
13.0098571,77.5907168,0
12.9829911,77.5762723,0
12.9541768,77.5852896,0
12.9884899,77.6175216,0
12.9132468,77.6252662,0
13.0116618,77.5516826,0
13.06618,77.4523617,0
12.9165318,77.5708928,0
12.8893035,77.5976747,0
12.8989189,77.6342551,0
12.9303329,77.6850466,1
12.9839494,77.64135,0
13.0340915,77.5293001,0
12.98182,77.5704517,0
12.9754581,77.574901,0
13.0203745,77.583989,0
12.9318911,77.5415126,7
13.0891773,77.5961725,0
12.9854524,77.5746411,0
13.0409067,77.5172818,0
12.9436885,77.574042,0
13.0488973,77.4967967,0
12.9704729,77.6102571,0
13.0342973,77.5294166,0
12.9315144,77.687075,1
13.0489057,77.4968507,0
13.0305585,77.5159596,-1
12.9694267,77.7006781,1
12.9944876,77.6180296,0
12.9744687,77.6110393,0
12.91174161,77.55222424,22
12.9165618,77.5709117,0
13.0260264,77.5443445,0
12.905864,77.5857619,0
13.0585628,77.4663325,0
12.9525255,77.5413111,0
12.9711709,77.6054721,0
12.9061244,77.5855252,0
13.0300117,77.5630929,27
12.9238644,77.5532613,7
13.0300746,77.5630008,27
12.9903598,77.5886553,0
12.9175858,77.5742196,0
12.9812788,77.586415,0
12.9167151,77.5980396,0
12.9711709,77.6054721,0
12.9217293,77.6602295,1
12.97119866,77.56672974,0
13.0021205,77.6119216,0
13.08657172,77.63491327,-1
12.9995975,77.6196896,0
12.9681012,77.6004463,0
12.977505,77.6408917,0
12.9816962,77.5868758,0
12.9454369,77.5282032,0
13.0074815,77.5479424,0
12.9812518,77.5863988,0
12.9365027,77.5813461,0
13.0441333,77.55416,0
12.9993372,77.584253,0
13.0020884,77.6122713,0
12.9821126,77.5641849,0
13.0350492,77.529494,0
12.9436771,77.5727648,0
13.0225088,77.5497666,0
12.9820969,77.5641937,0
12.9476033,77.5981417,0
13.0957443,77.5978159,0
12.9217905,77.6615907,1
12.9820961,77.5642818,0
12.8398702,77.6769264,8
12.8770527,77.5951565,0
13.056925,77.4745067,0
13.0224187,77.5509157,0
12.9611104,77.5592177,0
13.1028901,77.5855105,0
12.9827246,77.5920638,0
12.9955732,77.6110994,0
12.9450178,77.5856504,0
12.9706314,77.6048719,0
12.904964,77.6018304,0
13.0299073,77.5364206,0
12.9275045,77.6213714,0
13.0174925,77.553745,0
12.9873073,77.5495367,0
12.9641078,77.5704276,0
12.910431,77.5840122,0
12.9049931,77.6018334,0
13.06438,77.4554017,0
12.974343,77.5512833,0
12.9954975,77.6111313,0
12.9812971,77.5864868,0
12.9817223,77.5869093,0
13.0688696,77.4477442,0
13.0100505,77.6977888,0
12.9817067,77.5866162,0
12.9390143,77.7472807,17
13.0064569,77.5788985,0
13.0349812,77.5296366,0
13.0348473,77.5297881,0
13.0688585,77.447669,0
12.9715112,77.5645443,0
12.9804252,77.586152,0
12.9617463,77.6319548,0
12.9613931,77.6319548,0
13.0891144,77.63546131,-1
13.0322733,77.5343184,0
12.9863734,77.5887026,0
12.984171,77.528168,4
12.9765849,77.5886901,0
12.9961478,77.6173231,0
12.9634106,77.5675531,0
12.95398815,77.54367565,0
13.0379626,77.6262559,0
12.9904322,77.5884622,0
12.9769023,77.6092478,0
12.9689741,77.5648072,0
12.9562547,77.6414501,0
12.9169169,77.5983054,0
12.9354043,77.5848702,0
12.9160634,77.6353392,24
12.9454435,77.5678099,0
12.9824651,77.6124895,0
12.9462566,77.5894045,0
12.9389375,77.5926618,-1
13.0029994,77.5839804,0
13.0082372,77.6931779,0
12.9964372,77.5846449,0
12.993848,77.5845924,0
13.0445596,77.5823992,0
12.8908365,77.5647482,21
12.9973855,77.6103509,0
12.9453543,77.5279203,0
12.93929,77.5800725,0
13.0314985,77.535662,0
13.0188112,77.5534119,0
12.9877947,77.5497325,0
12.9973423,77.6103706,0
12.9562512,77.5193834,4
13.0037388,77.5297353,10
12.9884485,77.4728568,26
12.9724352,77.6187234,0
12.9583632,77.6060684,0
12.9896074,77.5017159,4
12.9294111,77.5860606,0
12.946838,77.5325366,0
12.9207234,77.5860068,0
12.9978214,77.6093606,0
13.0427217,77.6095035,0
13.0004456,77.6812464,0
12.9207467,77.58949,0
12.9714285,77.5685072,0
12.9280399,77.681306,1
13.0344936,77.5410423,0
12.9855522,77.5748609,0
13.0578007,77.4689823,0
13.099816,77.5888555,0
12.9913384,77.5856459,0
13.057315,77.4699294,0
12.9621583,77.62924,0
12.9564431,77.7316906,-1
12.9391583,77.5800661,0
12.98122,77.5864156,0
12.9563467,77.7316479,-1
13.0850467,77.5944367,0
12.9815953,77.5867178,0
12.9804272,77.5859522,0
13.0283883,77.585955,0
12.9561936,77.709892,1
12.8976817,77.6347539,0
12.9832475,77.5956075,0
12.9901883,77.6552517,0
13.0294213,77.5393424,0
12.9901942,77.6551858,0
12.9384464,77.632661,0
13.0688959,77.5929598,0
12.9849429,77.5559219,0
12.9578098,77.5191904,4
12.991495,77.6580167,0
12.9998334,77.5842687,0
13.0053956,77.6852433,0
13.0053494,77.6853525,0
12.9953976,77.6829353,0
13.0008955,77.6813134,0
13.004658,77.7100041,-1
12.9756394,77.5874884,0
12.9987792,77.5843292,0
13.0082347,77.693366,0
13.0193114,77.5841863,0
12.9912526,77.6581522,0
12.9665145,77.6076604,0
12.9664875,77.6078448,0
13.0007357,77.6766756,0
13.014763,77.5726577,0
13.0004162,77.6773609,0
12.9576608,77.5525713,0
12.9839994,77.578396,0
12.9133258,77.5999518,0
13.0284893,77.5861729,0
12.96612624,77.53547582,33
13.019798,77.5384499,0
12.9154593,77.5694294,0
12.9891626,77.5863133,0
12.975736,77.5875397,0
12.9684536,77.7015652,1
13.0413693,77.546471,0
13.0436033,77.6078317,0
13.0097629,77.6969622,0
12.9627818,77.6283423,0
12.9379245,77.7464862,17
12.9162014,77.6326542,24
12.97569436,77.55611998,0
13.0193283,77.7087117,0
13.0041957,77.7569011,18
13.0100085,77.5907795,0
12.9766207,77.5992578,0
12.9370382,77.6266992,0
12.9766094,77.6017677,0
13.0427173,77.514777,0
13.010229,77.6980676,0
12.9713127,77.5976986,0
13.0089596,77.5488656,0
12.9639847,77.581597,0
12.9719445,77.6068851,0
13.0092616,77.5486747,0
12.9640463,77.5817789,0
12.9931441,77.5958339,0
12.9757599,77.5880449,0
12.967788,77.5745468,0
12.9832737,77.5953281,0
13.01464435,77.58385933,0
12.9825466,77.5692596,0
